read_id	clean_mapped	perturbed_mapped	mapping_transition	clean_chrom	perturbed_chrom	chromosome_changed	clean_start	perturbed_start	coordinate_shift_bp	large_coordinate_shift_ge100	large_coordinate_shift_ge1000	clean_strand	perturbed_strand	strand_changed	clean_mapq	perturbed_mapq	mapq_change	mapq_drop_ge5	mapq_drop_ge10	clean_nm	perturbed_nm	nm_change	clean_cigar	perturbed_cigar	cigar_changed	clean_soft_clip	perturbed_soft_clip	soft_clip_change	clean_hard_clip	perturbed_hard_clip	hard_clip_change	clean_insertion_bases	perturbed_insertion_bases	insertion_change	clean_deletion_bases	perturbed_deletion_bases	deletion_change	clean_aligned_query_length	perturbed_aligned_query_length	aligned_query_length_change	clean_reference_span	perturbed_reference_span	reference_span_change	clean_secondary_count	perturbed_secondary_count	secondary_count_change	clean_supplementary_count	perturbed_supplementary_count	supplementary_count_change
428b8dde-2b88-4016-8da8-d9eb64251a89	1	1	mapped_to_mapped	chrY	chrY	0	56721987	56682759	39228	1	1	+	+	0	1	1	0	0	0	570	815	245	6S591M14D1M1D877M15D1303M20D1348M15D2226M16D2M4D473M1I12M1I544M1D294M15D27M1D1632M1D1875M15D351M5I545M15D15M1I802M15D486M10I555M1I139M5I14M15I742M1I1904M1I205M11D2M4D1321M15D504M1D1140M5D574M1D4M29D416M1D542M11S	242M1I344M14D1M1D142M1I116M1I41M1D18M1D426M3D1M2D131M15D134M1D449M1I159M1D5M1D33M1I1047M1I21M1D161M1I297M1D162M2I21M2I128M1I3M1D190M5D354M1D511M1D148M2D10M1D452M1D5M4D337M1D227M11D2M4D245M5I24M3D221M1D582M5D240M15D32M1D98M1D18M5D1031M1D272M1I195M1D10M1D306M2D80M1D156M15I212M1D11M1I132M1D798M1D159M15D45M1I104M1D201M5I170M1I4M1D32M2I1M1D3M1D190M1D151M15D291M1D496M1I19M15D284M1D201M5I238M1I215M1D104M1D1M2I419M5I14M1D240M1D123M15D112M1I863M1I96M1I271M6D300M2D583M15D187M1D2M1D215M1D159M1D749M15D32M2D458M1D6M2D1M1D117M1D559M1D13M1I57M1I181M1D212M2D499M1D99M17D2M3D248M2D684M10S	1	17	10	-7	0	0	0	41	62	21	215	261	46	21507	21453	-54	21681	21652	-29	5	5	0	0	0	0
42a23b4d-4cb0-49c5-adde-cc1f583f30b7	1	1	mapped_to_mapped	chr12	chr12	0	129714988	129715023	35	0	0	+	+	0	60	60	0	0	0	10	18	8	34S19M2I14M3I67M1I17M1D101M1S	77S24M1I24M3D22M1D8M7D15M1D66M	1	35	77	42	0	0	0	6	1	-5	1	12	11	224	160	-64	219	171	-48	0	0	0	0	0	0
42e73158-b8f5-41c8-ade4-d16a0e5017cc	1	1	mapped_to_mapped	chr8	chr8	0	37001025	37001026	1	0	0	-	-	0	60	60	0	0	0	1	11	10	520M1S	2S110M1D5M1I133M2I270M	1	1	2	1	0	0	0	0	3	3	0	1	1	520	521	1	520	519	-1	0	0	0	0	0	0
430b30c3-11e8-4735-b257-76ec58dc9315	1	1	mapped_to_mapped	chr6	chr6	0	151725734	151725735	1	0	0	-	-	0	60	60	0	0	0	2	32	30	3S281M1I233M1D236M	3S40M1D68M1D189M1D24M1I11M1D177M1D11M2D74M1I149M	1	3	3	0	0	0	0	1	2	1	1	7	6	751	745	-6	751	750	-1	0	0	0	0	0	0
43141847-b78d-4c0f-a5b7-8adf11511e81	1	1	mapped_to_mapped	chr3	chr3	0	76545315	76545315	0	0	0	-	-	0	60	60	0	0	0	81	231	150	96S5M1D2M1D485M1I866M1I10M1D337M4I42M1I68M1I185M1I4M1I3M2D36M3D6M1D3M1D21M3D3M3D10M1I7M2I2M1I23M1I12M1D11M2D1M1D5M2D11M1I6M1I4M1I38M1D2M1I3M1I868M1I4M1I61M1I154M2I164M2I1M1D116M1I45M1I83M1D69M1I49M32S	100S5M1D2M1D12M1D64M1D54M1D58M1I5M1I89M1I25M1D68M1D4M2D7M1D13M1I254M1I14M1D186M2D102M2I2M3D2M1D20M1D4M1D146M1D21M1D5M1D2M1D3M2D154M3D10M1I8M1I3M1I8M2D2M2I47M1D44M1D123M2D49M1I12M2D15M1D4M3D22M2I36M1D62M1I1M2D7M2D1M2D176M1D3M1D4M1I2M1D20M1I19M2D6M1D2M1D6M1D4M1D9M1I9M1D17M2I12M1D8M1I4M1I12M1D7M3D2M1D7M2D13M1D2M1D41M1D6M1I320M1I4M1D23M1I5M1I77M2I27M3D3M1D16M2D3M1D27M1I9M1I4M1I3M1D219M1D2M1D52M1D3M1D3M2D6M2D30M1D15M1I32M1I5M1D11M1D14M1D3M1D97M1D51M2I174M1I10M1D64M1D1M1D75M2I127M2I16M2I10M1I14M1D8M57S	1	128	157	29	0	0	0	30	44	14	25	95	70	3855	3773	-82	3850	3824	-26	0	0	0	0	0	0
4320a253-c934-4a02-92ae-4a6a41ddf15a	1	1	mapped_to_mapped	chr18	chr18	0	1753408	1753408	0	0	0	-	-	0	60	60	0	0	0	56	151	95	12S85M1D365M8I401M1I241M2I176M1I79M1I30M1I565M2I111M2D541M2I230M1D497M1D4M1D162M1I822M1I9M2D619M2D67M25S	12S50M3D32M1D112M1D31M2D31M1I141M1I47M8I337M1D5M1D57M1I15M3D7M1D135M1I25M2I55M1I32M1D2M1D7M3I3M1D20M1I2M1I47M1I60M1I4M1I60M1I45M1I176M1D3M1I385M2I111M2D36M1D127M1I10M1D1M2D311M1D51M2I230M1D142M2I355M1D7M2D233M1D423M1D299M1D21M6D193M2D213M1I88M1D7M1I2M1D22M2I39M2D6M1I23M1I26M2D43M1D23M30S	1	37	42	5	0	0	0	20	39	19	10	46	36	5024	5007	-17	5014	5014	0	0	0	0	0	0	0
437af057-217f-491e-a419-838c31301178	1	1	mapped_to_mapped	chr10	chr10	0	55313734	55313734	0	0	0	-	-	0	60	60	0	0	0	22	71	49	7S13M1D117M1I409M4I109M2D188M1D1M2I411M1D148M1I3M1I11M4S	6S13M1D3M1D7M6I131M5I49M1D6M1I165M1D4M1I7M1D3M1D71M2I75M1D4M2I1M1I55M1I11M1D32M2D73M1D33M1I85M1D30M1D99M4I3M2I20M1D3M1D17M1I63M1D119M1I59M1D62M1D10M1D6M1D2M1I12M2I2M1D46M47S	1	11	53	42	0	0	0	9	31	22	5	21	16	1419	1412	-7	1415	1402	-13	0	0	0	0	0	0
4447479f-d786-4255-9b68-dd0d043a478c	1	1	mapped_to_mapped	chr8	chr8	0	129141416	129141417	1	0	0	-	-	0	60	60	0	0	0	60	630	570	9S452M1D557M1I210M1I1044M1D4M1I7M2D277M3I482M1I303M1I6M1D36M1D83M1D623M1D26M1D450M1D7M1D47M2D40M2D1366M1I138M1D1278M1I505M2I498M1D60M1D4M1D3M2D113M2D5M1I206M2I8M1D33M1D90M2I17M1I8M2D18M1I55M247S	8S153M2D30M1I87M1I71M4D4M1D2M1D52M1I39M2D1M1D3M1I69M1D85M2D4M1I3M1D33M3D78M1D29M1D30M2D117M1D7M1D9M1I18M1D1M1D58M1I65M1D8M1D125M1D9M2D3M1I5M1D9M6D79M2I7M3I17M2I25M1D1M2D20M3D3M1I69M1D8M1I51M1D154M1D101M1D38M3D16M1D70M2I14M1D17M1D3M1D57M2D7M1D36M1I7M1D17M1D32M1D36M1D36M1D10M1D35M2D3M1D1M4D4M1D5M2D3M1D7M5D11M1D3M4D5M1D80M2D19M1D11M4D2M1D5M2D90M1D4M1I1M2D28M3I1M1I8M1D5M1D26M1D64M1I57M1D44M2D2M1D96M1I97M1I25M1I50M1I6M1D6M1D34M1D72M1D2M1D65M3D76M2I17M1I3M1D8M3D8M1D5M1D3M1D26M1D83M1D14M1D13M2D4M1D98M3D9M1D100M2I94M1I21M2D7M1D184M1I113M4D1M3D9M1I77M1D140M1D9M1D79M1I90M2D3M2D11M1D7M1D47M2D20M1D13M1I1M1I6M1D4M1D39M1D65M1D45M1D74M1I3M1I16M1I6M1I24M2D30M1I194M1I2M1D6M1I8M1D8M1D3M2I33M2D9M4D142M1D11M3D5M1D112M1D43M1I5M3D29M3I3M2D52M1I4M1I81M1D75M1I70M1D2M1I46M1D82M1D51M2D8M1I60M1I25M2D2M1D2M1D88M2I50M1I68M1D5M1D2M1D15M1D19M1I113M1D5M1D33M1I153M1I24M1D1M2D6M1I92M1D6M2I12M2D22M1D10M1D38M1D61M1I4M1D7M2I15M1I1M1I22M1I3M1I128M1D6M1D2M1D2M1D53M1D41M5I3M4D18M1D117M1D4M1D1M1D43M2D11M1D59M1I105M6D5M1I25M1I17M1I2M1D12M2D3M1I21M1D4M1I3M1D55M1D15M1D1M1D168M1I63M2D56M1D5M3D1M1D31M1D8M1I24M1D6M1I4M2D29M1D13M3D4M1D5M1D184M1I7M1I6M2D22M1D4M1D3M2D14M1I11M1D9M1I4M2D18M2D5M1D12M2D32M2D21M1I5M1D1M3D4M1D8M1D8M1D32M1D58M1I53M1D1M1D10M2I9M2D15M2D3M1I6M1D8M2D4M1D12M3D4M1D15M2D20M2D6M1I5M1D11M2I23M2D25M1D1M1D4M1I24M1D6M1I10M245S	1	256	253	-3	0	0	0	19	104	85	27	301	274	9078	8888	-190	9086	9085	-1	0	0	0	0	0	0
449f7356-c5b8-41b9-8ebb-526135d72ef0	1	1	mapped_to_mapped	chr6	chr6	0	154218418	154218429	11	0	0	-	-	0	60	60	0	0	0	19	56	37	3S693M2I146M3D192M1D11M1I174M1D85M1D16M1D60M	10S42M1D47M1I67M1D1M1D6M1D29M1D31M1D224M1D3M1I3M1I7M3D213M1I18M1D20M1D16M1I5M3I84M3D185M1I7M1D5M1D1M1D186M2D3M1D5M1I66M1D16M3D58M35S	1	3	45	42	0	0	0	3	10	7	7	25	18	1380	1358	-22	1384	1373	-11	0	0	0	0	0	0
44c271a2-3ce8-4212-b605-a939634c823a	1	1	mapped_to_mapped	chr2	chr2	0	69388559	69388557	2	0	0	-	-	0	60	60	0	0	0	12	49	37	4S58M1D65M2D228M1I174M3D71M	3S60M1D51M1I8M1I6M2D9M2D5M2D2M1I36M1D27M1D39M1I21M2I4M1D7M1I30M1I64M2I4M1D23M1D4M1D22M1I17M1D7M1D2M3D64M3D21M3D47M	1	4	3	-1	0	0	0	1	11	10	6	24	18	597	591	-6	602	604	2	0	0	0	0	0	0
44c68d03-a832-47f6-902f-a0d4bcd30945	1	1	mapped_to_mapped	chr7	chr7	0	60680837	60680841	4	0	0	-	-	0	1	1	0	0	0	25	26	1	300M2D277M1D8M10S	2S6M3D287M1D278M15S	1	10	17	7	0	0	0	0	0	0	3	4	1	585	571	-14	588	575	-13	5	5	0	0	0	0
44f052a1-536c-49e5-81a5-fc7185544f86	1	1	mapped_to_mapped	chr13	chr13	0	40505572	40505581	9	0	0	-	-	0	60	60	0	0	0	426	1363	937	217M1I62M1D170M5D116M2I63M1I80M1I242M1I33M1D231M1I10M1I21M1D59M1D404M1D368M1D95M1D329M1I3M5I71M1I495M1D73M1I20M1D40M1D117M2D70M1D791M1I352M1D84M2D345M1D223M1I255M2D3M1D25M4I1M1I397M1I182M1D80M1D66M1D224M1D347M1D3M3D5M2D26M1D331M3D1M1I15M1I3M2I2M1I10M1D34M1I61M1I10M1D54M1D2M1D12M1I220M1I4M1I78M1I1M3D22M1I104M1I110M2D133M1I235M2D5M1I46M1D78M1D239M1D6M1D166M1I5M2I1M1D66M1D47M1I493M1D95M3D17M1D6M1I291M2D4M2I183M1D170M1D179M3D91M2D43M1D2M1D68M1I421M1D278M1D71M1D108M1D322M1D87M1I471M1I393M1I163M1D426M1D57M1I425M1D6M1I14M1D8M1D6M1I399M1D3M1D6M1D53M1D44M1I448M1D76M1I126M1I64M1D15M3I3M1D23M1I170M2D217M1D7M1I47M2I162M1I4M2I60M1D433M2D464M1I148M1D11M1I2M1D5M1I4M2D92M2D115M1I489M2I77M3D482M1I48M1D77M3D247M1D547M2D45M1I8M1D78M1I382M1I1M1I639M1I24M1D78M1D92M4D23M1D4M2I1M1D293M2D243M1D85M2I68M1D2M5D33M1D4M3D4M1D17M1D22M1I18M1D345M1D8M1D28M1I2M3I2M1D48M3D35M2D4M1I30M2D6M1D330M4D23M1I75M2I83M1D3M1D63M1I20M2D26M1D2M1D6M1D5M1I14M2D56M1D311M2D3M1D3M1D118M1I12M2I36M1S	7S41M1I2M1D91M1I135M1D170M5D1M1D47M1I2M1D12M1I39M3I15M2I17M1D43M1I111M1D157M1D39M1I2M1D10M1I8M1I31M2D4M1D12M1I5M1D97M1D8M1D12M2D18M2I4M1D49M2D6M1I10M1I109M1D170M3I61M1I3M4D5M1I83M1D13M2I4M2I3M3D26M1D185M1I27M3D3M1D12M2I3M1I2M2D1M1D3M1D43M1D1M2I1M1I39M1I30M5D14M1I2M1D79M1I359M1D28M1I8M1I208M1D112M1I15M2I1M1I5M1I51M2I7M1D21M1I70M1D12M1D1M1D34M1D38M1I20M1D7M1D32M1D4M2D83M1D27M3D69M1D7M1D3M2D16M1I18M1D86M1I4M4I205M2I8M5D15M1I9M1D4M1I74M2D57M1I2M1I312M1D90M1D13M2D5M2D53M2I1M1D4M1D36M1I30M2I47M2I24M1D89M9D310M1I62M2D3M3D1M1D135M2I40M1I17M1D164M1I3M2I26M2D6M1D7M1I2M1D5M1D10M1D8M2D4M1I7M1I19M2I6M1I239M1D36M1D7M2D86M2I154M1D46M1D80M1D68M2D33M1I26M1D161M1D39M1I6M2D50M1I3M1I37M2D99M2D108M3D2M1D4M1D122M1I83M3I62M1D92M3D16M1I3M1I12M1D66M2I4M1D27M1I1M3D6M2D4M2D44M1D2M1D71M5D5M1D3M4I12M1I48M1D79M1I6M1D5M1D57M1D9M1D7M3D8M2D8M3D3M5D10M2D82M1I6M1D113M2D7M1D68M1D4M1D36M1D2M3I94M1I148M2D51M1D78M1D36M1D100M1D108M1D6M1D65M1I42M1I50M2D44M1D206M2D18M1D7M1I13M1I4M5D47M1D6M2I1M1D128M1I46M6D30M1D46M1D11M4I3M1I3M1D30M1D7M1I39M4D174M2D139M1I4M1I1M1I12M1I69M2I102M1D154M2I16M1I31M1D14M1D52M1D75M1D6M2D86M1D4M1D43M1D2M1D30M3I7M1D5M2I10M1I33M1D16M3D345M1D6M3D20M1D5M1D68M1D12M1I117M1D72M3D28M2I46M1D10M1D29M1I71M1D2M1D2M1I36M1D9M1I4M2I34M1I6M1D30M1D42M1I4M2D29M1I15M2D18M1D223M1I4M2D79M1I92M2I11M2D48M2I7M1I2M2D42M2I2M1I18M2I104M1I1M2D6M1I163M2I3M1I208M3D7M2I4M1I21M3D4M1I4M1D4M3D20M1I4M1I18M1D80M1I177M1D19M1D13M2D13M2I1M1D2M2D26M1D7M2D7M4I24M1I55M1D2M1I82M1D213M1D97M1D14M2D31M1D3M1D2M1D29M1D60M1I22M2D3M1I3M1D19M1I172M2I3M5D8M1D20M1D1M1D49M1I119M1D14M1I2M1I2M1D10M1D88M1I4M1D3M1D94M1I5M2D142M1D6M2D10M2I56M2D107M1D15M1D11M3D12M1D5M1I6M1D43M1I8M1D49M1I73M1I6M1I39M1I14M1D15M1I48M1D2M1D54M2D12M1I75M4D39M2I139M2I11M1I16M1I12M1D10M1D43M6I45M1D3M1D4M1I1M2D169M3D63M1D85M1D28M1D42M1D15M1I52M1I30M3D2M1D102M1D5M1I78M1D4M1D3M2I27M1I10M1I9M1I367M1D4M1D10M1I57M1D2M5D3M1I28M1D19M1I4M2D65M2D25M2D95M2I12M1D14M4D28M1D111M4D2M1I231M2I13M1D5M3I38M1D43M2I77M3D383M2I38M1D3M1I107M2D61M1D2M1D5M5D37M2I17M1D44M2I78M1D48M1D11M1I3M1I3M3I4M2D4M1I9M1D15M3D5M1D212M1D46M4D56M1I104M1D52M2D24M2D49M1D10M1D48M1I10M1I22M1I203M1D26M1I59M1D84M1I2M1I32M2I76M1D294M4D4M2D15M1D16M1I27M2D3M1I38M1D36M1I109M1I7M1D72M3D3M1D92M6D23M2D110M1I186M2D329M5D6M1D56M1D2M5D17M1D8M2D9M5D5M1I5M1D9M2D21M1D14M2D2M3I8M2D3M1I3M2D10M1I4M1I16M1D287M1D9M1D3M1D5M3D75M1D3M2D36M2D33M2D6M3D9M1D4M1D8M1I11M1D3M3D4M1D272M2D8M4D9M2I18M1I71M1I67M1D7M2I3M3I6M1I3M4D14M1D63M1I4M1D5M1I2M1D3M1D13M1D2M1D6M1D5M1I12M1D38M1D22M1I2M1D303M1D4M1D7M1D126M1I3M1D2M2D6M1I25M37S	1	1	44	43	0	0	0	96	282	186	165	527	362	22922	22736	-186	22991	22981	-10	0	0	0	0	0	0
4531d82e-9f43-4608-a158-846c40b73d7b	1	1	mapped_to_mapped	chr11	chr11	0	92513467	92513467	0	0	0	+	+	0	60	60	0	0	0	1	14	13	231M	43M1D46M2D20M2D26M1D14M1I76M	1	0	0	0	0	0	0	0	1	1	0	6	6	231	226	-5	231	231	0	0	0	0	0	0	0
4567096a-0ed4-43c1-8a43-623e0246fe9e	1	1	mapped_to_mapped	chr7	chr7	0	82656516	82656531	15	0	0	-	-	0	60	7	-53	1	1	11	50	39	4S84M2D23M1D73M2I83M2I20M1S	27M1I11M1D15M5D7M1I7M1D15M1D20M4D30M1D1M1D22M1D28M3D14M1D12M2I2M3D3M1D4M4D6M1D3M1D15M32S	1	5	32	27	0	0	0	4	4	0	3	29	26	287	246	-41	286	271	-15	0	0	0	0	0	0
456d89ad-78f2-4694-8330-ea1f179c44ca	1	1	mapped_to_mapped	chr1	chr1	0	40544239	40544239	0	0	0	-	-	0	60	60	0	0	0	20	167	147	2S898M1I575M1I84M1D118M2I84M3D400M1I2213M1D191M1D566M1I291M1I464M1D459M	1S500M2I41M1D190M1D117M1D3M1D20M1I23M1I213M1I142M1I2M1I57M1D27M2D4M1D23M1I7M1D3M1I9M2D78M1I8M1I34M1D6M5D1M1D91M1D58M1D356M4D130M1D156M1I3M1D318M1I16M2D151M1I193M1D173M1I5M1I8M1D180M1I78M1D17M1I1M2D103M1D22M1D36M1I1M4D132M1D9M3D9M1I620M4I151M2D565M1D62M3D5M1I215M1D3M1D5M1D86M1D55M1I99M1I5M1D41M1I158M1I10M1I2M4D222M2D6M2D6M1I101M1D6M2D23M1D58M1D23M2S	1	2	3	1	0	0	0	7	31	24	7	67	60	6350	6312	-38	6350	6348	-2	0	0	0	0	0	0
45863db3-9374-411c-9e23-ac9c80f1b82a	1	1	mapped_to_mapped	chr17	chr17	0	29811763	29811757	6	0	0	+	+	0	60	60	0	0	0	31	289	258	225S248M2D148M2I1432M2D837M1D516M4I174M1I39M1D403M1D597M1I534M1D95M1D33M1I708M10S	217S5M2D63M1D50M1I6M1D29M1I3M3I77M1I4M2D11M2D54M1D12M1I81M3I106M3D13M1I194M1I257M1D183M1D4M1I7M1D25M5D125M1I18M1D168M1D66M2D50M3D15M1D89M1D13M1I285M1I11M1D42M1D276M5I91M3I235M1D46M2I9M3D34M4D7M1D19M1D11M1I82M1D1M1D54M1I29M1I79M1D4M1I5M1D64M1D18M1D4M2I11M4I76M1D39M1I4M1D44M1D8M1D38M2D398M1D8M1D12M1I5M1I138M1I5M1D90M1I25M2D299M1D8M1I28M1D40M1I16M1I85M1I3M1D20M1D19M1D52M1D2M1D27M1D12M1D5M1I2M1D5M1D62M2D42M2I55M1D42M1I10M1D33M2D2M1D12M1D12M1I2M1I25M1I11M2D15M1D8M1I13M1I7M2D4M1D35M1D98M1D8M1D3M1I3M1D8M1D31M1I19M1I3M1D17M1D3M1I63M3I44M1D98M2D65M1D2M4D55M3D53M3I6M1D34M2I14M10S	1	235	227	-8	0	0	0	9	66	57	9	102	93	5773	5741	-32	5773	5777	4	0	0	0	0	0	0
45b122cb-d6c5-46a8-bbc2-1cc3b57d905c	1	1	mapped_to_mapped	chr18	chr18	0	48065545	48065545	0	0	0	+	+	0	60	60	0	0	0	17	42	25	1S143M3I4M1I3M2I104M3D233M2I197M1D139M	38S147M1I3M2I47M2I50M1D3M2I98M1I5M4D2M1I88M1D41M2I63M1D4M1D1M1D80M1D22M1D32M1D128M1S	1	1	39	38	0	0	0	8	11	3	4	12	8	831	825	-6	827	826	-1	0	0	0	0	0	0
45e5f289-4df7-4130-aa7b-dd2d2fe65c92	1	1	mapped_to_mapped	chr16	chr16	0	85635088	85635086	2	0	0	-	-	0	60	60	0	0	0	75	199	124	5S21M1I198M2D196M2D38M1D114M1D57M1I6M1I7M1D189M8D12M1I176M1D206M2I144M2I2M1D217M2D62M1I1070M1D314M1D5M1I140M1D5M2D667M1D401M1I2M2D74M1I4M2I105M1D216M1D11M3I210M28S	2S13M1I3M1D5M1D30M2D6M1D56M3D31M1I8M3D5M1D72M1D121M1I56M2D25M1D12M1D18M1I96M1D34M1D22M1D109M1D25M1D66M6D14M1I168M1D8M1D70M2D5M1I3M2D117M1I5M1I2M1D60M3D74M1D4M2I2M1D113M1D28M2D14M1D5M1I53M2D64M1I45M2I8M1D130M1D247M1I90M2I128M2I2M1D3M1D24M1I130M2I3M1D105M1D147M1D314M1D5M1I9M1I44M2D8M2D4M1D70M1D3M2I11M1D14M1I2M1D321M1D72M1I108M2D19M1D18M1I13M3D85M1D76M1I2M1D3M1D145M1D25M2D9M1I2M2D23M1D1M1D40M5D12M1I2M2D46M2D74M1I4M2I105M1D11M1D1M1D43M1D158M1I131M1D53M1I6M1D30M24S	1	33	26	-7	0	0	0	17	37	20	29	94	65	4886	4843	-43	4898	4900	2	0	0	0	0	0	0
460f6f8e-8333-4c80-9828-bbf7353aaf51	1	1	mapped_to_mapped	chr1	chr1	0	77202039	77202039	0	0	0	+	+	0	60	60	0	0	0	11	72	61	14M1D1331M1I919M1I486M1D345M1D166M11S	76M1I3M3D10M3D171M1I26M1D30M2D3M3D2M2D8M1I242M1I3M1I688M1D4M1I65M1D78M1I2M2D3M1D67M1D80M2D299M1I108M1D47M1D29M1D171M1I75M2I264M1D13M2D5M1I2M1D13M1D5M1D79M1D17M1D30M1D79M1D9M2D43M1D210M1D29M1I12M1I8M1I5M1D111M10S	1	11	10	-1	0	0	0	2	15	13	3	40	37	3263	3239	-24	3264	3264	0	0	0	0	0	0	0
461b4346-0d1d-4514-a6f1-ad047efefd70	1	1	mapped_to_mapped	chrY	chrY	0	22387486	22387486	0	0	0	+	+	0	3	3	0	0	0	118	484	366	33S164M1I38M1I24M1I3M3D537M1I12M2D1M1I160M2D55M1I6M2D8M1I269M2I2M4D1M1D3M2D120M1D1M1D122M1D100M2D314M1I552M1D70M2D329M3D10M1I651M1D177M1I13M1D1446M1D3M1I914M2D35M1D355M2I493M3D159M1D7M1I133M3D426M1D52M3D6M2D2M1I12M3D23M1D6M1D6M2I531M1D9M1I847M2I132M1D344M	34S71M1D114M1D2M1D7M2I9M4I22M4D144M2I48M2D199M1I3M2D98M1D40M1I34M1D202M1I11M1I12M2D136M1D67M1I24M1I27M1I2M4D1M1D3M2D78M1D4M1D7M1I32M1D39M2D50M1D87M1I33M1I6M3I4M1D14M1D39M1D85M1D85M2I6M1D37M1I51M2D94M1I7M1I68M7D16M5I354M2I3M2D1M1D46M1D8M2D1M4D25M1I50M1D45M1I23M1D81M1D104M3D20M1D54M1D31M1D22M1D47M1D30M2D12M1D117M1D1M1D4M1I32M5D21M1D4M1D30M1I18M1I6M1I16M1I2M1D217M1D144M3D2M2I56M1I2M1D37M1D441M1D141M3D13M1D409M1I136M1I205M1D3M1I21M1I139M1I6M1D6M1I105M3D4M1D184M5I4M1D7M1I25M1D263M2I96M1D2M1I6M1D3M2I26M1I3M1D18M1I23M1D46M2D162M1I38M1I88M1I3M1I105M1D71M2D50M2D9M1D6M1D9M1I2M1I1M1I155M3D5M6I2M1I3M1D41M7I39M3D7M1D25M3I119M3D128M1D28M1D1M1D132M1I243M2D23M1D13M1D27M3D14M1D7M3D20M4D24M1I11M1D5M1D242M1D147M1D41M1D94M1D11M2I5M1D85M1D154M1D1M1D36M2D6M2D14M1D7M1I4M1D30M2D136M2D157M1I186M1D63M1I75M3D55M1I162M1D79M2D26M17S	1	33	51	18	0	0	0	22	94	72	53	165	112	9705	9645	-60	9736	9716	-20	1	1	0	0	0	0
462e6482-8c25-4ccd-befb-f6ad86e52a95	1	1	mapped_to_mapped	chr16	chr16	0	64626867	64626868	1	0	0	-	-	0	60	60	0	0	0	7	63	56	2324S1460M1D3M2D853M1S	2295S369M1I34M2D6M1I17M2I209M1I175M1D84M1D2M1D5M1I4M1I427M1I52M1D2M1D20M4I2M1I48M3D8M1D81M1D403M1D98M1I111M1I90M1D57M30S	1	2325	2325	0	0	0	0	0	15	15	3	14	11	2316	2319	3	2319	2318	-1	0	0	0	1	1	0
4637571e-bc00-4fb9-b2e9-289da57f94d8	1	1	mapped_to_mapped	chr2	chr2	0	233481225	233481244	19	0	0	+	+	0	60	60	0	0	0	77	345	268	154S90M1D14M1I83M1I37M1I1M3I4M1D26M1D28M2I197M1I655M1D218M2D454M1D4M1D687M3I354M1D70M1D12M1D4M1D6M1I9M2D11M1I1M1I27M1D26M1I5M1D9M1I3M2D1280M1D10M1I1M2D633M1D38M1D296M1I75M3S	171S44M1D7M1I10M1D7M1I24M2D49M1D13M1I10M1I30M1I13M1I2M1I20M1I2M1D12M1D6M3I65M1I58M2D15M1I15M1I15M1I4M1I2M1D3M1D27M1D11M1D3M2I6M1I27M1I65M4D4M2D71M2D128M1D41M1I62M1D9M3I4M1D50M2I5M1D37M1D3M1D113M1D100M1D4M1I37M1D49M2D34M1I134M1D114M1I12M1D66M2D102M3D11M1D1M1D37M1I45M3D1M1D369M1D26M1D17M1D179M1I1M2D6M1D2M2I30M3D48M1I22M1D136M1D15M2I135M1I7M1D23M1D22M1D3M1D2M1I5M2D9M1I9M2D8M1D9M1D7M1I9M1D24M1I9M1D74M1D29M2D99M2I19M2I70M1D224M1I32M1D6M1D21M1D31M2I3M2D182M2I1M1D2M1D32M1D19M1I3M2D19M2D3M1I2M1D60M1D38M1D7M1I3M2D36M4D11M1I59M1I153M1I12M1D41M1D19M1D76M1D43M1D19M1D16M1D307M1D5M4D109M1D22M1D10M1D4M1D22M1D5M1I7M1I74M2I2M1D35M1I5M1D46M3D1M2D74M1I2M1I2M1I3M1I6M2D10M1I67M3S	1	157	174	17	0	0	0	19	66	47	23	119	96	5387	5319	-68	5391	5372	-19	0	0	0	0	0	0
4655f952-a202-47a1-adf8-743777ae1b28	1	1	mapped_to_mapped	chr10	chr10	0	106476451	106476451	0	0	0	-	-	0	60	60	0	0	0	30	193	163	1S389M1D166M1D490M3D58M2D484M1D312M1I605M1D151M1I1518M1D237M4D655M1D174M2D29M14S	1S146M5D188M1I3M1I26M2D3M1D15M1D89M2D50M1D14M1D1M2I2M1D5M2D7M1I4M1D1M2I44M1I9M1D21M1D5M1I96M1I108M1I142M1I4M2I106M2D130M1D153M1D194M1D9M4D282M1D145M1I52M1I4M1D4M1I29M1D13M1D147M1D44M1D11M1D78M1D92M1D23M2I38M4I90M1D111M1I15M1I9M1I7M1D170M1D18M1D27M2I44M3D38M1D2M2D16M2D100M1D37M1D3M1D2M1D144M1I5M1D15M1D284M1D35M1D4M1I1M2I6M1I18M3I17M1I370M1D95M1D106M1I35M4D365M1D97M1D95M2I58M1I29M2D7M1D46M1D26M1D67M2D1M1I15M1D4M1D7M2D1M1D29M15S	1	15	16	1	0	0	0	2	42	40	17	77	60	5270	5250	-20	5285	5285	0	0	0	0	0	0	0
